work_date,process,line,model,qty,cause_code,cause_name,result_group,result_code,result_desc,reason_code,reason_desc,is_auto,comment
2026-06-01,SMT,PS11,L65S8_HVD,1,ETC,기타,Scrap_Defect,B202,SMT_PS#01,C003,Part Broken,N,SMD
2026-06-02,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-02,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-02,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-02,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,SCRAP do công nhân tại công đoạn retouch khi cầm board va vào thùng dẫn đến rớt bể board
2026-06-07,MI,MI 6,L65S8_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 6,L65S8_HVD,1,BROKEN_BI,Burn-in파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP do OP người mới sửa sơ suất làm trốc bát đồng dẫn đến đứt mạch
2026-06-14,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D102,Broken,N,SCRAPNG buffer Khi out light xuống Kẹt board dẫn đến bể board
2026-06-14,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D102,Broken,N,SCRAPNG buffer Khi out light xuống Kẹt board dẫn đến bể board
2026-06-14,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,SCRAPmáy in buffer board chạy cùng lúc C/V hạ xuống dẫn đến bể board
2026-06-14,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,SCRAPmáy in buffer board chạy cùng lúc C/V hạ xuống dẫn đến bể board
2026-06-14,MI,MI 6,L65S8_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,SCRAPmáy in buffer board chạy cùng lúc C/V hạ xuống dẫn đến bể board
2026-06-14,MI,MI 4,L65S8_HVD,1,BROKEN_BI,Burn-in파손,Scrap_Defect,B202,SMT_PS#01,D102,Broken,N,SCRAPlỗi keo đỏ repair châm chì nhiều lần dẫn đến chốc pad đồng
2026-06-17,AI,SA07,L65S7_HVD,1,ETC,기타,Scrap_Defect,B202,SMT_PS#01,D105,Over Glue,N,SMD :: SCRAP bao AI sort hang truoc khi giao
2026-06-17,AI,SA07,L65S7_HVD,1,ETC,기타,Scrap_Defect,B202,SMT_PS#01,D105,Over Glue,N,SMD :: SCRAP bao AI sort hang truoc khi giao
2026-06-18,AI,SA07,L65S7_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: SCRAP loi ket thung loader truoc printer
2026-06-18,AI,SA02,L65S7_HVD,1,ETC,기타,Scrap_Defect,B202,SMT_PS#01,D102,Broken,N,SMD :: SCRAP
2026-06-11,SMT,PS08,L65S7_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: SCRAP Loi ket loader sau s.aoi
2026-06-11,SMT,PS08,L65S7_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: SCRAP Loi ket loader sau s.aoi
2026-06-11,SMT,PS08,L65S7_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: SCRAP loi ket board loader truoc s.aoi
2026-06-13,SMT,PS05,L65S7_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: REPAIR SCRAP
2026-06-14,SMT,PS08,L65S7_HVD,1,ETC,기타,SMT_PS#01,S106,Part Broken,D102,Broken,N,SMD :: SCRAP
2026-06-05,MI,MI 5,L65S7_HVD,1,PAD_DAMAGE,Pad손상,Scrap_Defect,B202,SMT_PS#01,D102,Broken,N,SCRAP Ngoại quan phát hiện 1ea không có pad đồng
2026-06-08,MI,MI 3,L65S7_HVD,1,SOLDER,납불량,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP Thả hàng tồn clear stock phát hiện 1ea nứt không rõ nguyên nhân
2026-06-09,MI,MI 3,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-10,MI,MI 5,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-11,MI,MI 4,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-11,MI,MI 5,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-11,MI,MI 5,L65S7_HVD,1,SENSOR,센서불량,Scrap_Defect,B203,AOI_PM#01,D109,ETC ( Add Comment ),N,MI :: SCRAP do máy lật đầu vào của sensor không bắt qua 2 bo khiến máy lật làm gãy bo
2026-06-11,MI,MI 5,L65S7_HVD,1,SENSOR,센서불량,Scrap_Defect,B203,AOI_PM#01,D109,ETC ( Add Comment ),N,MI :: SCRAP do máy lật đầu vào của sensor không bắt qua 2 bo khiến máy lật làm gãy bo
2026-06-11,MI,MI 5,L65S7_HVD,1,PAD_DAMAGE,Pad손상,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP ngoại quan phát hiện 1ea tróc pad đồng không rõ nguyên nhân
2026-06-11,MI,MI 5,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 4,L65S7_HVD,1,ETC,기타,Scrap_Defect,B203,AOI_PM#01,D107,Over Solder,N,SCRAP Over solder MI
2026-06-13,MI,MI 4,L65S7_HVD,1,ETC,기타,Scrap_Defect,B203,AOI_PM#01,D107,Over Solder,N,MI :: SCRAP Over Solder MI
2026-06-13,MI,MI 3,L65S7_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,MI :: SCRAP xe để megazine bị rộng dẫn đến sập board rơi rớt bể board
2026-06-13,MI,MI 3,L65S7_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,MI :: SCRAP xe để megazine bị rộng dẫn đến sập board rơi rớt bể board
2026-06-13,MI,MI 1,L65S7_HVD,1,BROKEN_BI,Burn-in파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP do OP người mới sửa sơ suất làm trốc bát đồng dẫn đến đứt mạch
2026-06-14,MI,MI 2,L65S7_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,SCRAPmáy in Bufer chạy vào 2 bỏa máy dập xuống bể board
2026-06-15,MI,MI 1,L65S7_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D109,ETC ( Add Comment ),N,PE :: SCRAP jig thả ATE bị Gãy kẹt board ở in lift down xuống gây bể
2026-06-17,MI,MI 5,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-17,MI,MI 5,L65S7_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-18,MI,MI 2,L65S7_HVD,1,BROKEN_DROP,낙하/파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP Ngoại quan ATE phát hiện 1 board bể góc do OP burn-in làm rơi
2026-06-11,SMT,PS08,L65S7A_HVD,1,SENSOR,센서불량,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: REPAIR SCRAP do sensor may lat board khong nhan tin hieu day hai board vao 1 luc gay board
2026-06-11,SMT,PS08,L65S7A_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: REPAIR SCRAP loi ket board loader sau reflow
2026-06-11,SMT,PS08,L65S7A_HVD,1,ETC,기타,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: REPAIR SCRAP may lat board bi ket
2026-06-11,SMT,PS08,L65S7A_HVD,1,SENSOR,센서불량,Scrap_Defect,B209,SMT_MBS#01,D102,Broken,N,SMD :: REPAIR SCRAP may lat board bi ket do tin hieu sensor chap chon
2026-06-01,MI,MI 2,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-01,MI,MI 2,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-04,MI,MI 4,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 2,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B207,BI_PM#01,D102,Broken,N,SCRAP do Op tại công đoạn Burin khi kéo tủ ra do tủ bị tuột ra ngoài dẫn đến rơi board bể
2026-06-06,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 4,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 2,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 5,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 5,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-06,MI,MI 5,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-07,MI,MI 2,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-07,MI,MI 2,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-07,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-08,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP công nhân mới trong lúc làm việc không cẩn thận đặt ngược board máy ICT dẫn đến jig dập bể board
2026-06-08,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP công nhân mới trong lúc làm việc không cẩn thận đặt ngược board máy ICT dẫn đến jig dập bể board
2026-06-08,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP công nhân mới trong lúc làm việc không cẩn thận đặt ngược board máy ICT dẫn đến jig dập bể board
2026-06-11,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-12,MI,MI 3,L65S7A_HVD,1,CRACK,크랙/균열,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,ME :: SCRAP board kẹt băng tải khi xích chạy gây ra nứt board ( máy coating )
2026-06-13,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,MI :: SCRAP xe để megazine bị rộng dẫn đến sập board rơi rớt bể board
2026-06-13,MI,MI 2,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,MI :: SCRAP xe để megazine bị rộng dẫn đến sập board rơi rớt bể board
2026-06-13,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,MI :: SCRAP xe để megazine bị rộng dẫn đến sập board rơi rớt bể board
2026-06-13,MI,MI 3,L65S7A_HVD,1,ETC,기타,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP sau lò wave phát hiện một PCB lệt linh kiện full bord không thể sửa chữa
2026-06-13,MI,MI 3,L65S7A_HVD,1,ETC,기타,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP sau lò wave phát hiện một PCB lệt linh kiện full board
2026-06-13,MI,MI 4,L65S7A_HVD,1,BROKEN_BI,Burn-in파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP do OP người mới sửa sơ suất làm trốc bát đồng dẫn đến đứt mạch
2026-06-13,MI,MI 5,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D102,Broken,N,SCRAP Do ATE OP không tập trung vào thao tác dẫn đến thả vào 2jig Máy dập bể board
2026-06-13,MI,MI 5,L65S7A_HVD,1,CRACK,크랙/균열,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,"SCRAP máy ICT Bắt lỗi , Kiểm tra board phát hiện 1ea bị nứt mạch không rõ nguyên nhân"
2026-06-13,MI,MI 5,L65S7A_HVD,1,CRACK,크랙/균열,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,"SCRAP máy ICT Bắt lỗi , Kiểm tra board phát hiện 1ea bị nứt mạch không rõ nguyên nhân"
2026-06-13,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B203,AOI_PM#01,D102,Broken,N,SCRAP Do công đoạn ngoại quan thao tác cầm nắm board do không quan sát xung quanh va vào xe NG dẫn đến rơi board mẻ góc
2026-06-14,MI,MI 2,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Final Visual Inspection,B506,ETC ( Add Comment ),D109,ETC ( Add Comment ),N,MI :: SCRAP do OP lúc thao tác lấy board sửa chữa làm va chạm với thành băng tải dẫn đến rơi và bể board
2026-06-14,MI,MI 3,L65S7A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-14,MI,MI 2,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D102,Broken,N,SCRAPsen sor Out light bị lỏng dẫn đến tín hiệu bị chập chờn nên không nhận được board outlight hạ xuống kẹt bể board
2026-06-14,MI,MI 3,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B208,ATE_PM#01,D102,Broken,N,SCRAPboard từ out light đi qua NG Buffer bị kẹt xích băng tải cấn bể board
2026-06-14,MI,MI 2,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B204,ICT_PM#01,D102,Broken,N,SCRAPdo tuột xích Băng tải không đẩy vị trí chân pin khi purr up xuống làm bể board
2026-06-14,MI,MI 4,L65S7A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B206,FT_PM#01,D102,Broken,N,SCRAPboard test xong từ ATE 1-1 Chạy qua out light chưa hết đã down xuống dẫn đến bể board
